state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Kentucky,2020-05-05,-21,4,-1,-25,-42,16
Kentucky,2020-05-06,-20,6,40,-21,-41,15
Kentucky,2020-05-07,-20,6,67,-21,-41,14
Kentucky,2020-05-08,-30,-3,2,-29,-42,18
Kentucky,2020-05-09,-21,19,91,-14,-23,6
Louisiana,2020-02-15,8,6,26,13,2,-1
Louisiana,2020-02-16,5,3,-3,8,-1,0
Louisiana,2020-02-17,2,0,14,4,-3,2
Louisiana,2020-02-18,3,2,13,3,1,0
Louisiana,2020-02-19,4,0,16,11,1,0
Louisiana,2020-02-20,0,-1,-24,1,-1,3
Louisiana,2020-02-21,8,5,13,16,-1,0
Louisiana,2020-02-22,9,9,27,41,0,-2
Louisiana,2020-02-23,17,11,42,33,1,-2
Louisiana,2020-02-24,16,8,37,14,-15,3
Louisiana,2020-02-25,16,7,46,24,-37,5
Louisiana,2020-02-26,19,10,25,18,-8,0
Louisiana,2020-02-27,14,8,17,13,-3,0
Louisiana,2020-02-28,11,8,22,10,-2,0
Louisiana,2020-02-29,12,8,32,13,3,-2
Louisiana,2020-03-01,16,12,31,15,3,-2
Louisiana,2020-03-02,12,7,20,8,5,-1
Louisiana,2020-03-03,16,15,18,6,3,-2
Louisiana,2020-03-04,7,4,-1,5,1,1
Louisiana,2020-03-05,12,11,15,8,2,-1
Louisiana,2020-03-06,8,7,30,9,3,-1
Louisiana,2020-03-07,11,8,32,13,3,-2
Louisiana,2020-03-08,15,13,62,16,2,-2
Louisiana,2020-03-09,8,7,27,8,3,0
Louisiana,2020-03-10,11,12,20,5,1,0
Louisiana,2020-03-11,14,14,54,10,1,-2
Louisiana,2020-03-12,11,25,35,5,0,-1
Louisiana,2020-03-13,5,36,22,0,-1,0
Louisiana,2020-03-14,-4,21,9,-1,-1,2
Louisiana,2020-03-15,-5,16,23,0,-4,2
Louisiana,2020-03-16,-3,24,8,-7,-11,5
Louisiana,2020-03-17,-18,18,-3,-17,-20,9
Louisiana,2020-03-18,-20,12,11,-17,-24,9
Louisiana,2020-03-19,-25,15,-2,-24,-26,11
Louisiana,2020-03-20,-32,8,-16,-33,-29,15
Louisiana,2020-03-21,-42,-2,-38,-36,-24,12
Louisiana,2020-03-22,-40,-1,-20,-40,-28,10
Louisiana,2020-03-23,-35,-5,-21,-39,-34,15
Louisiana,2020-03-24,-43,-14,-19,-36,-42,18
Louisiana,2020-03-25,-39,-13,-6,-35,-43,17
Louisiana,2020-03-26,-39,-12,-14,-39,-43,18
Louisiana,2020-03-27,-42,-13,-20,-44,-43,20
Louisiana,2020-03-28,-47,-16,-38,-46,-33,14
Louisiana,2020-03-29,-45,-16,-18,-49,-35,11
Louisiana,2020-03-30,-40,-17,-23,-45,-42,17
Louisiana,2020-03-31,-37,-8,-25,-42,-45,18
Louisiana,2020-04-01,-32,-3,-5,-38,-45,17
Louisiana,2020-04-02,-38,-6,-20,-44,-45,19
Louisiana,2020-04-03,-39,-3,-19,-48,-45,20
Louisiana,2020-04-04,-50,-12,-47,-52,-36,16
Louisiana,2020-04-05,-46,-10,-19,-54,-37,12
Louisiana,2020-04-06,-40,-13,-19,-47,-43,18
Louisiana,2020-04-07,-41,-9,-19,-44,-45,18
Louisiana,2020-04-08,-39,-9,-9,-42,-46,17
Louisiana,2020-04-09,-38,-3,-15,-45,-46,18
Louisiana,2020-04-10,-44,-6,-19,-54,-58,24
Louisiana,2020-04-11,-45,-2,-35,-54,-36,14
Louisiana,2020-04-12,-64,-39,-55,-61,-44,13
Louisiana,2020-04-13,-38,-14,-15,-45,-43,17
Louisiana,2020-04-14,-35,-9,-18,-40,-43,17
Louisiana,2020-04-15,-25,-4,-6,-37,-43,16
Louisiana,2020-04-16,-30,-5,-9,-40,-43,17
Louisiana,2020-04-17,-36,-9,-15,-44,-43,19
Louisiana,2020-04-18,-43,-12,-46,-47,-31,14
Louisiana,2020-04-19,-44,-17,-40,-55,-35,12
Louisiana,2020-04-20,-31,-11,-8,-41,-40,16
Louisiana,2020-04-21,-26,-4,-5,-37,-41,15
Louisiana,2020-04-22,-30,-9,-11,-37,-42,16
Louisiana,2020-04-23,-33,-7,-27,-42,-43,18
Louisiana,2020-04-24,-33,-6,-4,-41,-41,18
Louisiana,2020-04-25,-37,-6,-22,-40,-29,11
Louisiana,2020-04-26,-33,-5,-1,-44,-32,9
Louisiana,2020-04-27,-26,-7,-3,-37,-38,15
Louisiana,2020-04-28,-30,-7,-20,-38,-41,10
Louisiana,2020-04-29,-26,-4,-22,-37,-43,17
Louisiana,2020-04-30,-22,3,-2,-34,-39,15
Louisiana,2020-05-01,-24,3,1,-35,-39,15
Louisiana,2020-05-02,-30,1,-12,-34,-26,9
Louisiana,2020-05-03,-28,-1,3,-40,-28,7
Louisiana,2020-05-04,-21,-2,-4,-34,-35,13
Louisiana,2020-05-05,-18,6,-4,-30,-37,13
Louisiana,2020-05-06,-17,3,12,-28,-37,13
Louisiana,2020-05-07,-20,5,2,-31,-37,13
Louisiana,2020-05-08,-32,-6,-28,-39,-38,18
Louisiana,2020-05-09,-26,16,-31,-34,-25,9
Maine,2020-02-15,4,-3,-6,13,-3,1
Maine,2020-02-16,14,8,47,17,3,-2
Maine,2020-02-17,15,5,32,12,-33,6
Maine,2020-02-18,-9,-7,-8,4,-13,5
Maine,2020-02-19,6,-1,5,13,-12,2
Maine,2020-02-20,8,2,5,8,-9,2
Maine,2020-02-21,3,-4,-2,4,-11,3
Maine,2020-02-22,6,-3,23,10,-1,-1
Maine,2020-02-23,14,10,55,33,6,-2
Maine,2020-02-24,6,4,22,8,3,0
Maine,2020-02-25,4,0,11,6,3,0
Maine,2020-02-26,12,9,8,12,2,-1
Maine,2020-02-27,-10,-11,-16,-9,-5,5
Maine,2020-02-28,8,1,2,9,2,0
Maine,2020-02-29,10,-1,1,15,1,-1
Maine,2020-03-01,19,12,19,26,6,-2
Maine,2020-03-02,7,5,6,9,3,0
Maine,2020-03-03,20,10,55,12,2,-2
Maine,2020-03-04,8,3,0,8,1,0
Maine,2020-03-05,9,7,26,8,4,-1
Maine,2020-03-06,5,0,6,5,2,0
Maine,2020-03-07,9,-1,-1,9,1,0
Maine,2020-03-08,18,11,58,32,7,-2
Maine,2020-03-09,8,7,50,8,2,0
Maine,2020-03-10,5,4,21,6,2,1
Maine,2020-03-11,10,11,24,5,1,0
Maine,2020-03-12,9,28,18,4,3,0
Maine,2020-03-13,-4,17,-19,-9,-3,4
Maine,2020-03-14,-1,19,18,-6,-1,2
Maine,2020-03-15,0,26,39,0,2,2
Maine,2020-03-16,-7,24,14,-11,-14,6
Maine,2020-03-17,-24,7,-19,-18,-23,11
Maine,2020-03-18,-25,9,43,-18,-28,11
Maine,2020-03-19,-35,0,-9,-30,-31,14
Maine,2020-03-20,-38,-4,-1,-36,-34,17
Maine,2020-03-21,-41,-9,36,-37,-24,10
Maine,2020-03-22,-38,-8,52,-35,-24,8
Maine,2020-03-23,-37,-9,-7,-38,-36,15
Maine,2020-03-24,-43,-17,-2,-40,-42,18
Maine,2020-03-25,-40,-10,13,-42,-41,17
Maine,2020-03-26,-40,-10,46,-42,-41,17
Maine,2020-03-27,-44,-16,18,-51,-42,19
Maine,2020-03-28,-46,-17,41,-48,-31,11
Maine,2020-03-29,-50,-22,-24,-56,-31,10
Maine,2020-03-30,-46,-23,-29,-52,-44,18
Maine,2020-03-31,-38,-11,21,-41,-44,17
Maine,2020-04-01,-33,1,-4,-45,-44,17
Maine,2020-04-02,-56,-27,-42,-56,-47,22
Maine,2020-04-03,-53,-22,-40,-59,-47,23
Maine,2020-04-04,-54,-24,13,-60,-34,14
Maine,2020-04-05,-50,-23,20,-59,-34,10
Maine,2020-04-06,-42,-17,40,-51,-45,17
Maine,2020-04-07,-43,-18,37,-47,-47,18
Maine,2020-04-08,-41,-15,28,-48,-47,18
Maine,2020-04-09,-51,-22,-25,-56,-48,19
Maine,2020-04-10,-47,-22,-30,-58,-56,18
Maine,2020-04-11,-43,-2,-16,-55,-33,10
Maine,2020-04-12,-73,-56,26,-57,-43,9
Maine,2020-04-13,-45,-16,-40,-54,-47,19
Maine,2020-04-14,-36,-10,48,-43,-45,16
Maine,2020-04-15,-33,-10,16,-43,-45,17
Maine,2020-04-16,-37,-11,21,-46,-44,18
Maine,2020-04-17,-40,-17,5,-50,-45,20
Maine,2020-04-18,-46,-22,-14,-56,-32,13
Maine,2020-04-19,-31,-10,102,-47,-27,7
Maine,2020-04-20,-31,-13,35,-48,-48,16
Maine,2020-04-21,-37,-15,10,-46,-45,18
Maine,2020-04-22,-39,-14,-5,-44,-45,18
Maine,2020-04-23,-35,-9,52,-44,-44,17
Maine,2020-04-24,-39,-15,23,-49,-45,19
Maine,2020-04-25,-37,-13,77,-47,-29,9
Maine,2020-04-26,-35,-11,31,-51,-27,8
Maine,2020-04-27,-40,-18,-28,-51,-44,18
Maine,2020-04-28,-33,-10,19,-41,-43,11
Maine,2020-04-29,-27,-5,72,-38,-43,15
Maine,2020-04-30,-33,-7,10,-43,-42,17
Maine,2020-05-01,-38,-15,-17,-50,-43,20
Maine,2020-05-02,-31,-7,73,-37,-25,8
Maine,2020-05-03,-23,-3,98,-39,-22,5
Maine,2020-05-04,-23,-5,44,-37,-39,13
Maine,2020-05-05,-25,-3,43,-35,-40,14
Maine,2020-05-06,-25,-3,67,-35,-40,14
Maine,2020-05-07,-26,-3,73,-35,-39,14
Maine,2020-05-08,-29,-5,45,-38,-40,16
Maine,2020-05-09,-42,-11,-32,-53,-28,12
Maryland,2020-02-15,2,0,4,1,0,-1
Maryland,2020-02-16,5,0,20,-1,0,-1
Maryland,2020-02-17,8,-1,40,-18,-33,8
Maryland,2020-02-18,2,0,21,4,2,0
Maryland,2020-02-19,2,0,7,1,2,0
Maryland,2020-02-20,1,0,-6,0,2,0
Maryland,2020-02-21,-1,-3,-4,-1,3,0
Maryland,2020-02-22,5,3,52,6,4,-2
Maryland,2020-02-23,6,4,75,6,3,-1
Maryland,2020-02-24,1,-1,10,-1,4,0
Maryland,2020-02-25,1,-3,-6,-1,3,0
Maryland,2020-02-26,3,1,-2,1,2,0
Maryland,2020-02-27,3,0,-4,-1,2,0
Maryland,2020-02-28,2,0,4,1,3,0
Maryland,2020-02-29,5,3,-3,0,4,-1
Maryland,2020-03-01,8,6,31,2,3,-1
Maryland,2020-03-02,4,2,21,-1,4,0
Maryland,2020-03-03,7,6,24,1,4,-1
Maryland,2020-03-04,7,5,48,3,3,-1
Maryland,2020-03-05,6,4,29,1,3,-1
Maryland,2020-03-06,1,0,3,-3,2,1
Maryland,2020-03-07,6,6,34,4,4,-1
Maryland,2020-03-08,7,6,100,5,2,-1
Maryland,2020-03-09,6,5,84,-1,3,0
Maryland,2020-03-10,5,5,37,-2,2,0
Maryland,2020-03-11,4,6,27,-2,1,0
Maryland,2020-03-12,8,19,33,-7,-1,1
Maryland,2020-03-13,1,19,39,-13,-4,3
Maryland,2020-03-14,-7,11,66,-11,-2,3
Maryland,2020-03-15,-13,2,20,-19,-11,5
Maryland,2020-03-16,-7,16,12,-28,-24,10
Maryland,2020-03-17,-20,4,52,-33,-32,14
Maryland,2020-03-18,-23,0,39,-37,-37,16
Maryland,2020-03-19,-24,1,42,-41,-39,17
Maryland,2020-03-20,-27,1,54,-42,-39,18
Maryland,2020-03-21,-36,-4,34,-38,-25,12
Maryland,2020-03-22,-40,-15,33,-45,-33,11
Maryland,2020-03-23,-35,-15,-45,-56,-46,22
Maryland,2020-03-24,-38,-17,31,-51,-49,21
Maryland,2020-03-25,-44,-25,-43,-58,-52,24
Maryland,2020-03-26,-36,-16,53,-52,-51,22
Maryland,2020-03-27,-39,-19,41,-51,-49,23
Maryland,2020-03-28,-48,-26,-28,-53,-36,16
Maryland,2020-03-29,-45,-25,29,-51,-39,13
Maryland,2020-03-30,-26,-3,28,-52,-50,20
Maryland,2020-03-31,-48,-29,-26,-60,-55,25
Maryland,2020-04-01,-43,-22,-14,-56,-56,25
Maryland,2020-04-02,-42,-21,0,-56,-56,25
Maryland,2020-04-03,-41,-19,-1,-54,-54,26
Maryland,2020-04-04,-47,-22,1,-50,-39,16
Maryland,2020-04-05,-47,-25,35,-53,-42,14
Maryland,2020-04-06,-40,-22,20,-55,-55,23
Maryland,2020-04-07,-41,-21,7,-57,-56,25
Maryland,2020-04-08,-40,-20,34,-55,-57,24
Maryland,2020-04-09,-42,-21,-12,-58,-58,26
Maryland,2020-04-10,-43,-21,-27,-60,-59,28
Maryland,2020-04-11,-43,-14,24,-49,-39,15
Maryland,2020-04-12,-60,-36,5,-55,-46,15
Maryland,2020-04-13,-49,-31,-29,-62,-58,27
Maryland,2020-04-14,-39,-20,15,-55,-55,24
Maryland,2020-04-15,-37,-18,2,-53,-55,24
Maryland,2020-04-16,-38,-18,-3,-56,-56,25
Maryland,2020-04-17,-40,-20,-7,-55,-54,26
Maryland,2020-04-18,-45,-19,-14,-50,-37,16
Maryland,2020-04-19,-45,-20,40,-51,-40,13
Maryland,2020-04-20,-39,-22,0,-56,-54,23
Maryland,2020-04-21,-39,-21,1,-56,-55,24
Maryland,2020-04-22,-36,-18,19,-54,-55,24
Maryland,2020-04-23,-40,-21,-18,-58,-55,25
Maryland,2020-04-24,-42,-24,-26,-59,-55,27
Maryland,2020-04-25,-41,-16,55,-43,-35,14
Maryland,2020-04-26,-49,-24,-41,-57,-42,15
Maryland,2020-04-27,-38,-21,-12,-56,-53,23
Maryland,2020-04-28,-36,-18,4,-54,-54,18
Maryland,2020-04-29,-33,-15,45,-51,-54,22
Maryland,2020-04-30,-44,-27,-44,-62,-57,27
Maryland,2020-05-01,-34,-14,14,-51,-52,24
Maryland,2020-05-02,-34,-9,115,-33,-32,11
Maryland,2020-05-03,-40,-15,31,-46,-36,12
Maryland,2020-05-04,-30,-14,38,-51,-51,21
Maryland,2020-05-05,-30,-11,20,-51,-52,22
Maryland,2020-05-06,-38,-19,-29,-57,-54,24
Maryland,2020-05-07,-30,-11,66,-48,-53,22
Maryland,2020-05-08,-37,-14,-11,-51,-51,24
Maryland,2020-05-09,-35,-3,9,-42,-31,13
Massachusetts,2020-02-15,2,-4,0,3,-2,0
Massachusetts,2020-02-16,6,-4,3,-1,0,0
Massachusetts,2020-02-17,11,-2,32,-26,-42,9
Massachusetts,2020-02-18,-4,-10,-18,-4,-10,3
Massachusetts,2020-02-19,3,-3,3,-2,-10,2
Massachusetts,2020-02-20,3,-2,-1,-2,-8,2
Massachusetts,2020-02-21,0,-6,-9,-3,-9,3
Massachusetts,2020-02-22,5,-2,49,5,1,-1
Massachusetts,2020-02-23,9,1,66,6,3,-1
Massachusetts,2020-02-24,4,0,51,1,4,-1
Massachusetts,2020-02-25,2,-3,12,2,3,0
Massachusetts,2020-02-26,5,0,3,5,2,0
Massachusetts,2020-02-27,4,0,-1,5,3,0
Massachusetts,2020-02-28,5,1,-2,7,3,0
Massachusetts,2020-02-29,9,0,26,11,2,-1
Massachusetts,2020-03-01,10,4,-1,11,3,-1
Massachusetts,2020-03-02,7,5,21,2,3,0
Massachusetts,2020-03-03,11,6,49,4,1,-1
Massachusetts,2020-03-04,4,3,5,0,2,0
Massachusetts,2020-03-05,7,7,30,1,4,-1
Massachusetts,2020-03-06,2,2,1,-1,3,1
Massachusetts,2020-03-07,7,3,24,0,1,-1
Massachusetts,2020-03-08,9,5,47,0,2,0
Massachusetts,2020-03-09,10,7,102,-3,1,0
Massachusetts,2020-03-10,5,7,33,-7,0,1
Massachusetts,2020-03-11,5,13,25,-10,-3,1
Massachusetts,2020-03-12,5,32,14,-17,-5,3
Massachusetts,2020-03-13,-5,30,-16,-26,-14,8
Massachusetts,2020-03-14,-11,16,61,-19,-4,4
Massachusetts,2020-03-15,-15,5,43,-26,-8,5
Massachusetts,2020-03-16,-12,16,8,-41,-30,12
Massachusetts,2020-03-17,-32,0,-19,-50,-39,17
Massachusetts,2020-03-18,-31,1,53,-50,-42,17
Massachusetts,2020-03-19,-39,-3,-36,-59,-44,21
Massachusetts,2020-03-20,-34,11,20,-56,-44,20
Massachusetts,2020-03-21,-42,-5,71,-50,-30,12
Massachusetts,2020-03-22,-46,-19,22,-59,-33,12
Massachusetts,2020-03-23,-40,-12,-33,-66,-50,21
Massachusetts,2020-03-24,-49,-21,-2,-68,-55,24
Massachusetts,2020-03-25,-52,-25,-21,-70,-57,26
Massachusetts,2020-03-26,-47,-17,42,-68,-56,25
Massachusetts,2020-03-27,-48,-19,46,-67,-55,26
Massachusetts,2020-03-28,-52,-23,57,-63,-41,15
Massachusetts,2020-03-29,-59,-36,-56,-73,-42,16
Massachusetts,2020-03-30,-49,-25,-28,-72,-58,24
Massachusetts,2020-03-31,-46,-20,11,-69,-58,25
Massachusetts,2020-04-01,-46,-16,-2,-69,-59,25
Massachusetts,2020-04-02,-50,-17,-30,-73,-59,27
Massachusetts,2020-04-03,-54,-22,-54,-74,-59,30
Massachusetts,2020-04-04,-53,-19,29,-64,-43,16
Massachusetts,2020-04-05,-53,-27,25,-68,-42,14
Massachusetts,2020-04-06,-44,-19,51,-69,-59,23
Massachusetts,2020-04-07,-46,-21,41,-70,-60,25
Massachusetts,2020-04-08,-51,-22,-13,-73,-61,26
Massachusetts,2020-04-09,-54,-25,-42,-75,-61,28
Massachusetts,2020-04-10,-50,-16,-25,-73,-61,29
Massachusetts,2020-04-11,-49,-12,33,-64,-44,16
Massachusetts,2020-04-12,-67,-50,21,-69,-48,14
Massachusetts,2020-04-13,-58,-40,-55,-77,-61,27
Massachusetts,2020-04-14,-45,-20,25,-69,-59,24
Massachusetts,2020-04-15,-45,-22,2,-70,-59,25
Massachusetts,2020-04-16,-47,-20,-7,-71,-59,26
Massachusetts,2020-04-17,-48,-21,-7,-70,-58,27
Massachusetts,2020-04-18,-59,-33,-44,-70,-45,19
Massachusetts,2020-04-19,-45,-25,62,-62,-39,12
Massachusetts,2020-04-20,-45,-25,5,-72,-62,25
Massachusetts,2020-04-21,-50,-29,-28,-72,-59,26
Massachusetts,2020-04-22,-47,-24,-18,-71,-59,26
Massachusetts,2020-04-23,-45,-20,21,-69,-58,25
Massachusetts,2020-04-24,-51,-27,-45,-72,-58,29
Massachusetts,2020-04-25,-45,-22,98,-56,-40,13
Massachusetts,2020-04-26,-53,-32,-34,-71,-42,15
Massachusetts,2020-04-27,-50,-31,-48,-74,-58,25
Massachusetts,2020-04-28,-43,-21,9,-68,-58,18
Massachusetts,2020-04-29,-41,-20,30,-67,-58,23
Massachusetts,2020-04-30,-47,-20,-23,-70,-58,26
Massachusetts,2020-05-01,-45,-18,-13,-68,-56,26
Massachusetts,2020-05-02,-41,-15,100,-52,-37,12
Massachusetts,2020-05-03,-37,-18,90,-55,-34,10
Massachusetts,2020-05-04,-37,-17,23,-66,-55,21
Massachusetts,2020-05-05,-36,-13,27,-65,-56,22
Massachusetts,2020-05-06,-40,-18,11,-66,-56,23
Massachusetts,2020-05-07,-39,-12,38,-65,-55,23
Massachusetts,2020-05-08,-42,-13,-3,-66,-54,24
Massachusetts,2020-05-09,-45,-10,-13,-61,-37,14
Michigan,2020-02-15,2,0,15,5,4,0
Michigan,2020-02-16,9,4,45,4,3,-1
Michigan,2020-02-17,1,-2,1,-2,-13,4
Michigan,2020-02-18,-2,-4,-4,2,-6,2
Michigan,2020-02-19,2,0,4,4,0,0
Michigan,2020-02-20,2,-1,2,5,0,0
Michigan,2020-02-21,-1,-5,4,9,0,1
Michigan,2020-02-22,9,4,56,17,8,-2
Michigan,2020-02-23,12,6,90,18,6,-2
Michigan,2020-02-24,1,0,14,6,2,0
Michigan,2020-02-25,4,3,2,5,2,0
Michigan,2020-02-26,-8,-9,-12,1,-11,5
Michigan,2020-02-27,1,-3,-7,7,-8,3
Michigan,2020-02-28,2,-2,-2,15,0,0
Michigan,2020-02-29,13,6,23,28,6,-2
Michigan,2020-03-01,17,10,57,23,5,-2
Michigan,2020-03-02,9,4,28,5,2,-1
Michigan,2020-03-03,12,7,14,8,1,-1
Michigan,2020-03-04,11,5,22,9,1,-1
Michigan,2020-03-05,10,4,20,9,1,-1
Michigan,2020-03-06,2,-5,0,7,0,1
Michigan,2020-03-07,14,8,61,14,8,-2
Michigan,2020-03-08,17,11,155,14,5,-2
Michigan,2020-03-09,6,4,31,3,2,0
Michigan,2020-03-10,11,5,48,5,-1,0
Michigan,2020-03-11,7,14,14,4,1,0
Michigan,2020-03-12,7,28,28,2,-1,1
Michigan,2020-03-13,-5,29,8,-3,-7,4
Michigan,2020-03-14,-13,13,16,-5,2,4
Michigan,2020-03-15,-11,10,87,-8,-4,3
Michigan,2020-03-16,-17,24,13,-17,-21,9
Michigan,2020-03-17,-29,10,45,-19,-28,11
Michigan,2020-03-18,-33,4,10,-24,-31,13
Michigan,2020-03-19,-34,9,9,-30,-34,15
Michigan,2020-03-20,-41,2,-2,-32,-37,18
Michigan,2020-03-21,-46,-5,33,-32,-26,11
Michigan,2020-03-22,-47,-15,48,-41,-31,9
Michigan,2020-03-23,-34,12,-1,-40,-43,17
Michigan,2020-03-24,-59,-29,3,-50,-57,25
Michigan,2020-03-25,-53,-22,66,-46,-58,23
Michigan,2020-03-26,-56,-25,12,-51,-59,25
Michigan,2020-03-27,-58,-26,22,-52,-58,27
Michigan,2020-03-28,-63,-29,-22,-56,-44,17
Michigan,2020-03-29,-58,-28,15,-55,-43,12
Michigan,2020-03-30,-54,-24,-10,-55,-60,24
Michigan,2020-03-31,-53,-22,-3,-52,-61,25
Michigan,2020-04-01,-50,-17,21,-49,-61,25
Michigan,2020-04-02,-49,-16,99,-48,-61,24
Michigan,2020-04-03,-52,-18,68,-49,-61,26
Michigan,2020-04-04,-60,-26,2,-54,-45,17
Michigan,2020-04-05,-55,-24,92,-53,-44,11
Michigan,2020-04-06,-51,-22,48,-53,-61,24
Michigan,2020-04-07,-54,-23,23,-54,-63,25
Michigan,2020-04-08,-49,-17,76,-48,-62,24
Michigan,2020-04-09,-53,-18,-11,-56,-63,26
Michigan,2020-04-10,-57,-21,-15,-58,-65,30
Michigan,2020-04-11,-58,-15,59,-51,-45,16
Michigan,2020-04-12,-74,-50,17,-60,-51,13
Michigan,2020-04-13,-57,-28,-22,-59,-61,25
Michigan,2020-04-14,-53,-24,-9,-55,-61,26
Michigan,2020-04-15,-48,-18,-18,-52,-60,25
Michigan,2020-04-16,-48,-17,0,-53,-60,25
Michigan,2020-04-17,-57,-29,-26,-58,-60,29
Michigan,2020-04-18,-53,-21,59,-49,-40,15
Michigan,2020-04-19,-50,-24,80,-54,-41,11
Michigan,2020-04-20,-44,-20,52,-50,-58,22
Michigan,2020-04-21,-49,-20,-11,-53,-60,25
Michigan,2020-04-22,-48,-19,-9,-53,-59,25
Michigan,2020-04-23,-49,-20,-10,-55,-59,26
Michigan,2020-04-24,-50,-23,39,-51,-58,26
Michigan,2020-04-25,-50,-22,58,-47,-40,14
Michigan,2020-04-26,-42,-19,134,-48,-39,9
Michigan,2020-04-27,-37,-18,64,-46,-56,21
Michigan,2020-04-28,-35,-13,103,-41,-57,15
Michigan,2020-04-29,-40,-16,-4,-48,-58,23
Michigan,2020-04-30,-39,-13,6,-48,-57,23
Michigan,2020-05-01,-37,-12,105,-38,-55,22
Michigan,2020-05-02,-38,-10,160,-31,-35,10
Michigan,2020-05-03,-30,-9,204,-35,-33,6
Michigan,2020-05-04,-30,-10,72,-42,-53,19
Michigan,2020-05-05,-31,-6,41,-40,-54,20
Michigan,2020-05-06,-29,-5,105,-36,-53,19
Michigan,2020-05-07,-31,-5,90,-37,-53,20
Michigan,2020-05-08,-40,-13,17,-42,-52,23
Michigan,2020-05-09,-37,3,55,-34,-32,11
Minnesota,2020-02-15,6,2,13,5,1,-1
Minnesota,2020-02-16,9,2,11,-3,1,-1
Minnesota,2020-02-17,4,-1,5,-6,-22,5
Minnesota,2020-02-18,-2,-1,-9,6,-1,1
Minnesota,2020-02-19,0,-2,-13,3,1,0
Minnesota,2020-02-20,-2,-2,-14,0,1,1
Minnesota,2020-02-21,2,3,6,8,2,0
Minnesota,2020-02-22,5,5,26,5,3,-1
Minnesota,2020-02-23,11,8,44,6,3,-2
Minnesota,2020-02-24,4,3,5,5,3,-1
Minnesota,2020-02-25,5,2,3,6,2,0
Minnesota,2020-02-26,6,2,-1,6,2,-1
Minnesota,2020-02-27,3,1,-5,4,2,0
Minnesota,2020-02-28,5,3,0,8,2,-1
Minnesota,2020-02-29,8,6,5,6,5,-1
Minnesota,2020-03-01,15,11,40,6,4,-2
Minnesota,2020-03-02,6,4,-1,2,3,0
Minnesota,2020-03-03,10,7,20,3,1,0
Minnesota,2020-03-04,7,5,5,4,2,-1
Minnesota,2020-03-05,1,1,-15,-1,1,0
Minnesota,2020-03-06,6,6,6,3,-1,0
Minnesota,2020-03-07,7,9,21,7,3,-1
Minnesota,2020-03-08,13,12,93,7,2,-2
Minnesota,2020-03-09,4,3,-1,-5,-2,1
Minnesota,2020-03-10,6,4,6,-1,-2,1
Minnesota,2020-03-11,7,7,11,-2,-3,1
Minnesota,2020-03-12,3,14,-10,-8,-4,2
Minnesota,2020-03-13,2,20,-2,-7,-6,3
Minnesota,2020-03-14,-7,15,-14,-10,-1,4
Minnesota,2020-03-15,-5,19,31,-15,-4,3
Minnesota,2020-03-16,-5,20,-13,-27,-16,8
Minnesota,2020-03-17,-18,15,33,-26,-24,11
Minnesota,2020-03-18,-34,2,7,-35,-32,15
Minnesota,2020-03-19,-41,-6,-31,-45,-35,18
Minnesota,2020-03-20,-38,4,-3,-43,-36,19
Minnesota,2020-03-21,-49,-9,-5,-43,-25,14
Minnesota,2020-03-22,-48,-19,18,-50,-30,11
Minnesota,2020-03-23,-39,-11,35,-52,-39,17
Minnesota,2020-03-24,-41,-14,22,-50,-42,20
Minnesota,2020-03-25,-37,-8,-11,-53,-43,20
Minnesota,2020-03-26,-37,-5,55,-52,-43,20
Minnesota,2020-03-27,-40,-8,55,-51,-44,21
Minnesota,2020-03-28,-65,-38,-44,-64,-37,19
Minnesota,2020-03-29,-58,-35,-16,-64,-38,14
Minnesota,2020-03-30,-44,-21,98,-56,-49,20
Minnesota,2020-03-31,-42,-17,79,-52,-50,21
Minnesota,2020-04-01,-41,-15,49,-54,-50,22
Minnesota,2020-04-02,-46,-18,25,-58,-51,24
Minnesota,2020-04-03,-50,-22,-39,-61,-51,27
Minnesota,2020-04-04,-51,-15,12,-55,-35,16
Minnesota,2020-04-05,-46,-18,98,-58,-37,12
Minnesota,2020-04-06,-43,-18,35,-58,-50,21
Minnesota,2020-04-07,-41,-13,105,-54,-51,21
Minnesota,2020-04-08,-42,-14,31,-57,-51,22
Minnesota,2020-04-09,-45,-14,-14,-60,-52,24
Minnesota,2020-04-10,-41,-7,34,-57,-54,25
Minnesota,2020-04-11,-44,-2,50,-51,-36,14
Minnesota,2020-04-12,-77,-59,-48,-71,-49,15
Minnesota,2020-04-13,-45,-20,-22,-60,-50,22
Minnesota,2020-04-14,-45,-19,-18,-58,-49,23
Minnesota,2020-04-15,-38,-12,1,-55,-49,22
Minnesota,2020-04-16,-40,-13,22,-56,-49,23
Minnesota,2020-04-17,-40,-13,37,-53,-48,23
Minnesota,2020-04-18,-43,-11,66,-48,-31,13
Minnesota,2020-04-19,-39,-13,92,-55,-34,10
Minnesota,2020-04-20,-38,-16,22,-57,-48,20
Minnesota,2020-04-21,-36,-12,48,-53,-48,21
Minnesota,2020-04-22,-33,-9,134,-49,-49,19
Minnesota,2020-04-23,-38,-12,59,-53,-48,21
Minnesota,2020-04-24,-38,-10,75,-52,-48,21
